Date, Price, Grid load forecast, Wind power forecast
2014-03-17 12:00:00,26.49,53612,3917
2014-03-17 13:00:00,25.96,53218,3729
2014-03-17 14:00:00,25.99,52896,3507
2014-03-17 15:00:00,26.33,52254,3243
2014-03-17 16:00:00,26.54,52328,2935
2014-03-17 17:00:00,27.46,53563,2673
2014-03-17 18:00:00,28.11,54760,2490
2014-03-17 19:00:00,28.1,54624,2379
2014-03-17 20:00:00,27.46,53197,2322
2014-03-17 21:00:00,27.04,51877,2317
2014-03-17 22:00:00,26.02,49551,2396
2014-03-17 23:00:00,25.47,46999,2531
2014-03-18 00:00:00,25.04,45112,2494
2014-03-18 01:00:00,24.6,44396,2502
2014-03-18 02:00:00,24.38,44166,2559
2014-03-18 03:00:00,24.31,44291,2582
2014-03-18 04:00:00,25,45356,2497
2014-03-18 05:00:00,26.31,47774,2382
2014-03-18 06:00:00,27.03,51483,2306
2014-03-18 07:00:00,29.27,54689,2280
2014-03-18 08:00:00,29.77,55179,2306
2014-03-18 09:00:00,29.12,54715,2361
2014-03-18 10:00:00,28.29,54191,2439
2014-03-18 11:00:00,27.73,53598,2549
2014-03-18 12:00:00,27.16,52939,2620
2014-03-18 13:00:00,27.25,52586,2595
2014-03-18 14:00:00,27.05,52282,2496
2014-03-18 15:00:00,26.97,51938,2345
2014-03-18 16:00:00,26.98,52073,2158
2014-03-18 17:00:00,27.85,53054,1944
2014-03-18 18:00:00,28.31,54080,1711
2014-03-18 19:00:00,28.35,53787,1533
2014-03-18 20:00:00,27.7,52399,1413
2014-03-18 21:00:00,27.15,51106,1284
2014-03-18 22:00:00,24.97,48817,1148
2014-03-18 23:00:00,23.82,46421,1061
2014-03-19 00:00:00,24.01,44070,1090
2014-03-19 01:00:00,23.68,43415,1196
2014-03-19 02:00:00,23.45,43138,1295
2014-03-19 03:00:00,23.76,43406,1406
2014-03-19 04:00:00,24.18,44439,1582
2014-03-19 05:00:00,25.03,46675,1845
2014-03-19 06:00:00,26.42,50368,2209
2014-03-19 07:00:00,28.02,53943,2657
2014-03-19 08:00:00,28.32,54683,3065
2014-03-19 09:00:00,27.49,54540,3392
2014-03-19 10:00:00,27.14,54391,3657
2014-03-19 11:00:00,26.53,53844,3872
2014-03-19 12:00:00,25.8,53371,4023
2014-03-19 13:00:00,25.43,53075,4117
2014-03-19 14:00:00,25.23,52751,4167
2014-03-19 15:00:00,25.1,52441,4168
2014-03-19 16:00:00,24.97,52341,4110
2014-03-19 17:00:00,26.15,53003,4013
2014-03-19 18:00:00,26.72,53758,3862
2014-03-19 19:00:00,26.89,53611,3654
2014-03-19 20:00:00,26.31,52247,3440
2014-03-19 21:00:00,25.77,50817,3264
2014-03-19 22:00:00,23.89,48636,3141
2014-03-19 23:00:00,22.67,46196,3061
2014-03-20 00:00:00,23.07,44184,3135
2014-03-20 01:00:00,22.83,43531,3117
2014-03-20 02:00:00,22.41,43303,3112
2014-03-20 03:00:00,22.45,43645,3091
2014-03-20 04:00:00,22.82,44597,3038
2014-03-20 05:00:00,24.38,46809,2960
2014-03-20 06:00:00,25.71,50672,2943
2014-03-20 07:00:00,27.66,54476,3072
2014-03-20 08:00:00,27.82,55078,3285
2014-03-20 09:00:00,26.79,54595,3437
2014-03-20 10:00:00,26.25,54355,3529
2014-03-20 11:00:00,25.45,53822,3648
2014-03-20 12:00:00,24.95,53046,3739
2014-03-20 13:00:00,24.61,52492,3763
2014-03-20 14:00:00,24.53,51778,3768
2014-03-20 15:00:00,24.5,51129,3777
2014-03-20 16:00:00,24.33,50763,3797
2014-03-20 17:00:00,24.73,51442,3828
2014-03-20 18:00:00,25.01,52448,3875
2014-03-20 19:00:00,24.98,52329,3929
2014-03-20 20:00:00,24.52,51187,3980
2014-03-20 21:00:00,24.01,49573,4030
2014-03-20 22:00:00,21.92,47238,4082
2014-03-20 23:00:00,20.51,44623,4123
2014-03-21 00:00:00,19.17,42666,4069
2014-03-21 01:00:00,17.95,41799,3939
2014-03-21 02:00:00,17.6,41370,3798
2014-03-21 03:00:00,19.07,41574,3551
2014-03-21 04:00:00,19.99,42437,3154
2014-03-21 05:00:00,22.71,44755,2718
2014-03-21 06:00:00,24.49,48489,2432
2014-03-21 07:00:00,25.48,52157,2311
2014-03-21 08:00:00,25.95,53295,2258
2014-03-21 09:00:00,25.68,53214,2204
2014-03-21 10:00:00,25.29,52926,2105
2014-03-21 11:00:00,24.66,52408,1968
2014-03-21 12:00:00,24.48,51435,1838
2014-03-21 13:00:00,24.04,50582,1711
2014-03-21 14:00:00,24.18,49704,1601
2014-03-21 15:00:00,24.59,49195,1497
2014-03-21 16:00:00,24.6,49196,1349
2014-03-21 17:00:00,25.12,50167,1200
2014-03-21 18:00:00,25.69,51343,1077
2014-03-21 19:00:00,25.53,51047,1000
2014-03-21 20:00:00,24.86,49312,980
2014-03-21 21:00:00,24.57,48066,986
2014-03-21 22:00:00,24.27,46414,1029
2014-03-21 23:00:00,23.75,44530,1112
2014-03-22 00:00:00,24.14,42675,1750
2014-03-22 01:00:00,23.87,41827,1681
2014-03-22 02:00:00,23.87,41385,1598
2014-03-22 03:00:00,23.96,41437,1565
2014-03-22 04:00:00,23.74,41754,1600
2014-03-22 05:00:00,23.77,42347,1708
2014-03-22 06:00:00,23.73,42939,1856
2014-03-22 07:00:00,23.7,44307,2019
2014-03-22 08:00:00,24.13,45967,2192
2014-03-22 09:00:00,24.38,47012,2362
2014-03-22 10:00:00,24.36,47169,2578
2014-03-22 11:00:00,23.92,46542,2845
2014-03-22 12:00:00,23.51,45833,3031
2014-03-22 13:00:00,23.32,45277,3099
2014-03-22 14:00:00,23.23,45120,3143
2014-03-22 15:00:00,23.24,45053,3064
2014-03-22 16:00:00,23.73,45787,2795
2014-03-22 17:00:00,24.68,47471,2457
2014-03-22 18:00:00,25.37,49206,2117
2014-03-22 19:00:00,25.81,49046,1838
2014-03-22 20:00:00,25.21,47538,1639
2014-03-22 21:00:00,24.73,46422,1574
2014-03-22 22:00:00,24.49,45061,1615
2014-03-22 23:00:00,24.34,43542,1703
2014-03-23 00:00:00,23.35,41828,857
2014-03-23 01:00:00,21.69,41050,879
2014-03-23 02:00:00,21.29,40569,935
2014-03-23 03:00:00,21.78,40529,1009
2014-03-23 04:00:00,22.17,40763,1037
2014-03-23 05:00:00,21.71,40996,1045
2014-03-23 06:00:00,20.19,41195,1095
2014-03-23 07:00:00,20.57,42169,1205
2014-03-23 08:00:00,22.37,43579,1337
2014-03-23 09:00:00,24.12,44944,1391
2014-03-23 10:00:00,25.06,45717,1379
2014-03-23 11:00:00,25.03,45908,1362
2014-03-23 12:00:00,24.8,45536,1303
2014-03-23 13:00:00,24.19,44954,1228
2014-03-23 14:00:00,23.64,44508,1197
2014-03-23 15:00:00,23.57,44399,1120
2014-03-23 16:00:00,24.1,45039,1011
2014-03-23 17:00:00,25.07,46479,854
2014-03-23 18:00:00,26.27,48094,674
2014-03-23 19:00:00,26.95,48539,588
2014-03-23 20:00:00,26.33,47984,568
2014-03-23 21:00:00,25.93,47080,575
2014-03-23 22:00:00,25.29,45285,570
2014-03-23 23:00:00,24.73,43508,550
2014-03-24 00:00:00,25.15,41349,326
2014-03-24 01:00:00,25.03,40713,314
2014-03-24 02:00:00,25.02,40695,300
2014-03-24 03:00:00,24.97,40972,275
2014-03-24 04:00:00,25.22,42061,233
2014-03-24 05:00:00,26.79,44543,192
2014-03-24 06:00:00,28.13,48483,156
2014-03-24 07:00:00,30.4,52391,125
2014-03-24 08:00:00,31.48,53305,92
2014-03-24 09:00:00,30.57,52765,68
2014-03-24 10:00:00,29.91,51965,56
2014-03-24 11:00:00,28.89,51156,54
2014-03-24 12:00:00,28.26,50082,59
2014-03-24 13:00:00,27.84,49333,72
2014-03-24 14:00:00,27.34,48752,90
2014-03-24 15:00:00,27.22,48151,100
2014-03-24 16:00:00,27.11,48051,92
2014-03-24 17:00:00,27.79,49121,88
2014-03-24 18:00:00,29.04,50560,84
2014-03-24 19:00:00,29.19,51124,76
2014-03-24 20:00:00,28.13,50309,94
2014-03-24 21:00:00,27.17,49167,109
2014-03-24 22:00:00,26.03,46931,115
2014-03-24 23:00:00,25.43,44554,134
2014-03-25 00:00:00,26.03,42747,94
2014-03-25 01:00:00,25.77,41940,121
2014-03-25 02:00:00,25.71,41819,154
2014-03-25 03:00:00,25.91,42251,183
2014-03-25 04:00:00,26.2,43345,216
2014-03-25 05:00:00,27.3,45733,263
2014-03-25 06:00:00,28.38,49478,303
2014-03-25 07:00:00,31.44,53122,317
2014-03-25 08:00:00,32.9,53869,328
2014-03-25 09:00:00,31.07,53222,356
2014-03-25 10:00:00,29.89,52560,412
2014-03-25 11:00:00,28.49,51875,510
2014-03-25 12:00:00,27.65,51120,664
2014-03-25 13:00:00,27.04,50673,891
2014-03-25 14:00:00,26.55,50266,1193
2014-03-25 15:00:00,26.42,49952,1511
2014-03-25 16:00:00,26.28,49768,1794
2014-03-25 17:00:00,26.73,50586,2022
2014-03-25 18:00:00,26.95,51631,2215
2014-03-25 19:00:00,26.95,51835,2467
2014-03-25 20:00:00,26.46,50686,2799
2014-03-25 21:00:00,25.93,49403,3080
2014-03-25 22:00:00,25.3,47164,3265
2014-03-25 23:00:00,24.36,44692,3363
2014-03-26 00:00:00,24.65,42623,3174
2014-03-26 01:00:00,24.11,41886,3083
2014-03-26 02:00:00,24.31,41731,2927
2014-03-26 03:00:00,24.91,42088,2730
2014-03-26 04:00:00,25.64,43182,2554
2014-03-26 05:00:00,26.42,45572,2425
2014-03-26 06:00:00,27.09,49378,2373
2014-03-26 07:00:00,28.53,53142,2370
2014-03-26 08:00:00,29.69,53980,2406
2014-03-26 09:00:00,29.23,53592,2405
2014-03-26 10:00:00,28.58,53153,2358
2014-03-26 11:00:00,28.19,52608,2344
2014-03-26 12:00:00,27.94,51948,2324
2014-03-26 13:00:00,27.79,51423,2262
2014-03-26 14:00:00,27.53,50853,2206
2014-03-26 15:00:00,27.44,50372,2148
2014-03-26 16:00:00,27.39,50189,2019
2014-03-26 17:00:00,27.88,50819,1840
2014-03-26 18:00:00,28.97,51552,1683
2014-03-26 19:00:00,29.31,51889,1507
2014-03-26 20:00:00,28.9,50889,1370
2014-03-26 21:00:00,28,49565,1278
2014-03-26 22:00:00,26.97,47359,1207
2014-03-26 23:00:00,26.44,44898,1151
2014-03-27 00:00:00,26.03,42998,799
2014-03-27 01:00:00,25.73,42137,728
2014-03-27 02:00:00,25.09,41843,715
2014-03-27 03:00:00,25.79,42093,770
2014-03-27 04:00:00,26.22,42969,884
2014-03-27 05:00:00,27.16,45036,976
2014-03-27 06:00:00,29.22,48506,960
2014-03-27 07:00:00,33.32,52079,887
2014-03-27 08:00:00,32.33,52884,783
2014-03-27 09:00:00,29.97,52475,675
2014-03-27 10:00:00,28.17,52094,608
2014-03-27 11:00:00,27.7,51423,571
2014-03-27 12:00:00,27.22,50670,546
2014-03-27 13:00:00,27.18,49919,553
2014-03-27 14:00:00,27.4,49306,589
2014-03-27 15:00:00,27.94,48715,602
2014-03-27 16:00:00,27.91,48478,586
2014-03-27 17:00:00,28.45,49144,559
2014-03-27 18:00:00,29.53,49913,503
2014-03-27 19:00:00,30.02,50220,459
2014-03-27 20:00:00,28.84,49362,439
2014-03-27 21:00:00,28.48,48094,420
2014-03-27 22:00:00,27.4,46089,406
2014-03-27 23:00:00,26.91,43764,389
2014-03-28 00:00:00,27.02,42260,340
2014-03-28 01:00:00,26.69,41513,345
2014-03-28 02:00:00,26.25,41152,355
2014-03-28 03:00:00,26.59,41377,379
2014-03-28 04:00:00,27.46,42383,415
2014-03-28 05:00:00,28.01,44616,470
2014-03-28 06:00:00,29.57,48108,513
2014-03-28 07:00:00,34.05,51610,531
2014-03-28 08:00:00,35.18,52421,534
2014-03-28 09:00:00,31.7,51736,524
2014-03-28 10:00:00,29.97,51073,516
2014-03-28 11:00:00,29.54,49948,542
2014-03-28 12:00:00,28.68,48770,588
2014-03-28 13:00:00,28.19,47701,650
2014-03-28 14:00:00,27.89,46716,719
2014-03-28 15:00:00,27.66,46063,766
2014-03-28 16:00:00,27.57,45948,795
2014-03-28 17:00:00,27.81,46875,834
2014-03-28 18:00:00,28.18,47980,874
2014-03-28 19:00:00,28.13,48158,936
2014-03-28 20:00:00,27.89,46948,1043
2014-03-28 21:00:00,27.67,45823,1119
2014-03-28 22:00:00,27.01,44384,1132
2014-03-28 23:00:00,26.88,42716,1134
2014-03-29 00:00:00,26.86,40753,995
2014-03-29 01:00:00,26.59,39813,881
2014-03-29 02:00:00,26.27,39531,829
2014-03-29 03:00:00,26.32,39618,817
2014-03-29 04:00:00,26.69,39996,804
2014-03-29 05:00:00,27.1,40417,770
2014-03-29 06:00:00,27.18,40937,705
2014-03-29 07:00:00,27.64,42186,625
2014-03-29 08:00:00,27.98,43520,559
2014-03-29 09:00:00,27.81,44242,489
2014-03-29 10:00:00,27.25,44219,414
2014-03-29 11:00:00,26.88,43443,364
2014-03-29 12:00:00,25.96,42385,349
2014-03-29 13:00:00,25.65,41530,348
2014-03-29 14:00:00,25.34,40987,345
2014-03-29 15:00:00,25.5,40860,346
2014-03-29 16:00:00,27,41546,352
2014-03-29 17:00:00,27.87,42903,354
2014-03-29 18:00:00,28.67,44294,354
2014-03-29 19:00:00,28.93,44594,372
2014-03-29 20:00:00,28.09,43808,412
2014-03-29 21:00:00,27.78,43185,422
2014-03-29 22:00:00,27.45,42149,392
2014-03-29 23:00:00,27.35,40713,341
2014-03-30 00:00:00,26.74,39195,242
2014-03-30 01:00:00,25.92,38552,218
2014-03-30 02:00:00,25.185,38402.5,207
2014-03-30 03:00:00,24.45,38253,196
2014-03-30 04:00:00,24.79,38510,172
2014-03-30 05:00:00,25.63,38631,149
2014-03-30 06:00:00,25.85,38945,129
2014-03-30 07:00:00,26.44,39851,115
2014-03-30 08:00:00,27.52,41079,96
2014-03-30 09:00:00,27.68,42070,84
2014-03-30 10:00:00,27.09,42402,73
2014-03-30 11:00:00,26.95,42079,60
2014-03-30 12:00:00,26.24,41329,53
2014-03-30 13:00:00,26.11,40746,52
2014-03-30 14:00:00,26.02,40229,59
2014-03-30 15:00:00,25.92,40096,74
2014-03-30 16:00:00,26.07,40467,92
2014-03-30 17:00:00,26.44,41721,109
2014-03-30 18:00:00,27.96,43381,130
2014-03-30 19:00:00,29.16,43958,146
2014-03-30 20:00:00,29.06,44123,148
2014-03-30 21:00:00,28.48,43935,149
2014-03-30 22:00:00,27.84,42675,152
2014-03-30 23:00:00,27.61,41041,146
2014-03-31 00:00:00,27.37,39657,143
2014-03-31 01:00:00,27.24,39110,154
2014-03-31 02:00:00,27.02,39082,166
2014-03-31 03:00:00,26.53,39377,173
2014-03-31 04:00:00,26.88,40526,161
2014-03-31 05:00:00,28.19,43031,149
2014-03-31 06:00:00,30.55,46967,140
2014-03-31 07:00:00,33.32,50600,131
2014-03-31 08:00:00,34.15,52016,121
2014-03-31 09:00:00,33.39,51570,118
2014-03-31 10:00:00,31.81,50931,122
2014-03-31 11:00:00,30.07,50060,129
2014-03-31 12:00:00,28.94,49137,148
2014-03-31 13:00:00,28.88,48393,165
2014-03-31 14:00:00,28.63,47759,189
2014-03-31 15:00:00,28.34,47018,217
2014-03-31 16:00:00,28.31,46761,231
2014-03-31 17:00:00,29.33,47366,245
2014-03-31 18:00:00,30.44,48445,264
2014-03-31 19:00:00,31.5,48933,268
2014-03-31 20:00:00,30.47,48532,283
2014-03-31 21:00:00,29.68,47707,299
2014-03-31 22:00:00,28.49,45684,301
2014-03-31 23:00:00,27.79,43356,297
2014-04-01 00:00:00,27.08,41504,266
2014-04-01 01:00:00,26.89,40695,261
2014-04-01 02:00:00,26.81,40656,248
2014-04-01 03:00:00,26.88,40954,239
2014-04-01 04:00:00,27.14,42089,252
2014-04-01 05:00:00,28.93,44567,281
2014-04-01 06:00:00,33.16,48329,323
2014-04-01 07:00:00,44.15,51784,383
2014-04-01 08:00:00,50.05,52735,461
2014-04-01 09:00:00,41.27,52475,558
2014-04-01 10:00:00,33.69,51995,654
2014-04-01 11:00:00,32.12,51247,743
2014-04-01 12:00:00,30.97,50673,842
2014-04-01 13:00:00,29.98,50049,913
2014-04-01 14:00:00,29.9,49549,936
2014-04-01 15:00:00,29.87,48544,927
2014-04-01 16:00:00,29.21,48143,901
2014-04-01 17:00:00,29.71,48657,882
2014-04-01 18:00:00,31.38,49286,880
2014-04-01 19:00:00,32.48,49571,879
2014-04-01 20:00:00,31.76,49427,875
2014-04-01 21:00:00,30.13,48695,894
2014-04-01 22:00:00,28.83,46607,898
2014-04-01 23:00:00,27.46,44230,878
2014-04-02 00:00:00,27.42,41865,1160
2014-04-02 01:00:00,27.12,41131,1161
2014-04-02 02:00:00,26.78,41009,1171
2014-04-02 03:00:00,26.39,41175,1191
2014-04-02 04:00:00,27,42125,1217
2014-04-02 05:00:00,27.86,44592,1271
2014-04-02 06:00:00,31.53,48216,1359
2014-04-02 07:00:00,40.31,51887,1439
2014-04-02 08:00:00,50.39,52773,1452
2014-04-02 09:00:00,39.48,52508,1410
2014-04-02 10:00:00,35.36,51663,1320
2014-04-02 11:00:00,31.72,50722,1249
2014-04-02 12:00:00,29.98,49880,1224
2014-04-02 13:00:00,29.37,49058,1214
2014-04-02 14:00:00,28.99,48573,1199
2014-04-02 15:00:00,28.95,47802,1151
2014-04-02 16:00:00,28.41,47514,1098
2014-04-02 17:00:00,29.21,48119,1040
2014-04-02 18:00:00,31.44,48608,966
2014-04-02 19:00:00,32.38,48885,871
2014-04-02 20:00:00,32.87,48672,802
2014-04-02 21:00:00,31.25,47869,801
2014-04-02 22:00:00,29.25,46010,767
2014-04-02 23:00:00,27.85,43766,680
2014-04-03 00:00:00,27.44,41855,462
2014-04-03 01:00:00,26.92,41179,418
2014-04-03 02:00:00,26.48,41093,409
2014-04-03 03:00:00,26.37,41395,412
2014-04-03 04:00:00,26.93,42380,427
2014-04-03 05:00:00,28.79,44616,460
2014-04-03 06:00:00,32.35,48163,503
2014-04-03 07:00:00,35.3,51708,521
2014-04-03 08:00:00,39.28,52622,546
2014-04-03 09:00:00,34.67,52254,621
2014-04-03 10:00:00,32.94,51878,725
2014-04-03 11:00:00,31.31,51172,805
2014-04-03 12:00:00,29.99,50300,865
2014-04-03 13:00:00,29.29,49553,905
2014-04-03 14:00:00,28.95,48830,958
2014-04-03 15:00:00,28.72,48089,1031
2014-04-03 16:00:00,28.3,47675,1107
2014-04-03 17:00:00,28.73,47908,1183
2014-04-03 18:00:00,29.4,48323,1271
2014-04-03 19:00:00,29.16,48498,1313
2014-04-03 20:00:00,29.63,48337,1323
2014-04-03 21:00:00,28.97,47531,1400
2014-04-03 22:00:00,27.92,45790,1473
2014-04-03 23:00:00,26.62,43637,1472
2014-04-04 00:00:00,26.31,41950,1150
2014-04-04 01:00:00,25.98,41121,1203
2014-04-04 02:00:00,25.81,40845,1300
2014-04-04 03:00:00,25.24,41150,1426
2014-04-04 04:00:00,25.81,42195,1545
2014-04-04 05:00:00,27.03,44630,1666
2014-04-04 06:00:00,29.82,48466,1817
2014-04-04 07:00:00,34.82,51938,1989
2014-04-04 08:00:00,37.62,52834,2222
2014-04-04 09:00:00,34.73,52141,2532
2014-04-04 10:00:00,30.65,51517,2782
2014-04-04 11:00:00,28.59,50389,2931
2014-04-04 12:00:00,27.63,48861,2985
2014-04-04 13:00:00,27.38,47756,2995
2014-04-04 14:00:00,26.85,46741,2997
2014-04-04 15:00:00,26.49,45715,2952
2014-04-04 16:00:00,26.35,45417,2895
2014-04-04 17:00:00,26.45,45829,2826
2014-04-04 18:00:00,26.75,46517,2741
2014-04-04 19:00:00,27.05,46516,2646
2014-04-04 20:00:00,27.01,45996,2596
2014-04-04 21:00:00,26.88,45376,2606
2014-04-04 22:00:00,26.44,44088,2572
2014-04-04 23:00:00,26.08,42498,2483
2014-04-05 00:00:00,25.58,40710,2342
2014-04-05 01:00:00,25.34,39844,2244
2014-04-05 02:00:00,25.25,39533,2099
2014-04-05 03:00:00,25.25,39562,1934
2014-04-05 04:00:00,25.34,39913,1765
2014-04-05 05:00:00,25.64,40273,1626
2014-04-05 06:00:00,25.94,41167,1502
2014-04-05 07:00:00,26.6,42947,1370
2014-04-05 08:00:00,27.42,44454,1244
2014-04-05 09:00:00,28.76,45317,1120
2014-04-05 10:00:00,28.71,45502,978
2014-04-05 11:00:00,28.31,44819,833
2014-04-05 12:00:00,27.6,44008,735
2014-04-05 13:00:00,27,43352,654
2014-04-05 14:00:00,26.46,42925,571
2014-04-05 15:00:00,26.38,42944,510
2014-04-05 16:00:00,26.36,43416,436
2014-04-05 17:00:00,27.35,44458,372
2014-04-05 18:00:00,28.6,45506,332
2014-04-05 19:00:00,29.56,45170,299
2014-04-05 20:00:00,29.5,44424,297
2014-04-05 21:00:00,28.46,43895,342
2014-04-05 22:00:00,27.62,42639,396
2014-04-05 23:00:00,27.08,41057,445
2014-04-06 00:00:00,26.61,39796,528
2014-04-06 01:00:00,25.65,38940,583
2014-04-06 02:00:00,25.01,38531,630
2014-04-06 03:00:00,24.38,38258,686
2014-04-06 04:00:00,24.62,38316,739
2014-04-06 05:00:00,24.88,38742,761
2014-04-06 06:00:00,24.65,38959,772
2014-04-06 07:00:00,24.69,39637,784
2014-04-06 08:00:00,25.62,40962,789
2014-04-06 09:00:00,26.39,42178,793
2014-04-06 10:00:00,26.76,42888,801
2014-04-06 11:00:00,26.74,43107,821
2014-04-06 12:00:00,25.59,42842,843
2014-04-06 13:00:00,25.41,42646,837
2014-04-06 14:00:00,25.24,42479,846
2014-04-06 15:00:00,25.15,42453,892
2014-04-06 16:00:00,25.11,42685,941
2014-04-06 17:00:00,25.78,43277,983
2014-04-06 18:00:00,27.18,44063,1022
2014-04-06 19:00:00,27.63,44279,1087
2014-04-06 20:00:00,27.9,44313,1190
2014-04-06 21:00:00,27.47,43863,1327
2014-04-06 22:00:00,26.27,42276,1467
2014-04-06 23:00:00,25.62,40421,1606
2014-04-07 00:00:00,25.06,38987,1503
2014-04-07 01:00:00,24.22,38064,1535
2014-04-07 02:00:00,23.91,37744,1519
2014-04-07 03:00:00,23.64,37911,1475
2014-04-07 04:00:00,24.57,38751,1399
2014-04-07 05:00:00,25.67,40860,1289
2014-04-07 06:00:00,27.87,44413,1178
2014-04-07 07:00:00,31.42,47824,1073
2014-04-07 08:00:00,33.59,49106,986
2014-04-07 09:00:00,32.64,49027,912
2014-04-07 10:00:00,31.8,48604,849
2014-04-07 11:00:00,30.14,48089,816
2014-04-07 12:00:00,29.18,47381,804
2014-04-07 13:00:00,28.62,46980,782
2014-04-07 14:00:00,28.51,46470,774
2014-04-07 15:00:00,28.29,45766,756
2014-04-07 16:00:00,27.95,45477,693
2014-04-07 17:00:00,28.3,45582,646
2014-04-07 18:00:00,28.85,45832,634
2014-04-07 19:00:00,29.29,46103,669
2014-04-07 20:00:00,29.42,45735,742
2014-04-07 21:00:00,28.56,44907,858
2014-04-07 22:00:00,27.01,43110,1007
2014-04-07 23:00:00,25.95,40842,1174
2014-04-08 00:00:00,25.19,38956,1110
2014-04-08 01:00:00,24.15,38051,1224
2014-04-08 02:00:00,22.78,37760,1388
2014-04-08 03:00:00,22.32,38025,1567
2014-04-08 04:00:00,23.56,38909,1671
2014-04-08 05:00:00,24.7,41310,1698
2014-04-08 06:00:00,26.51,44558,1706
2014-04-08 07:00:00,28.32,47700,1726
2014-04-08 08:00:00,29.07,48875,1863
2014-04-08 09:00:00,28.46,48720,2091
2014-04-08 10:00:00,28.12,48493,2307
2014-04-08 11:00:00,27.48,48226,2577
2014-04-08 12:00:00,26.88,47826,2911
2014-04-08 13:00:00,26.44,47480,3128
2014-04-08 14:00:00,25.95,47218,3210
2014-04-08 15:00:00,25.74,46716,3278
2014-04-08 16:00:00,25.42,46546,3266
2014-04-08 17:00:00,25.79,46840,3199
2014-04-08 18:00:00,26.47,47135,3156
2014-04-08 19:00:00,26.62,47393,3130
2014-04-08 20:00:00,26.96,47002,3159
2014-04-08 21:00:00,26.53,46225,3260
2014-04-08 22:00:00,25.5,44294,3402
2014-04-08 23:00:00,23.99,41929,3546
2014-04-09 00:00:00,22.57,39749,3621
2014-04-09 01:00:00,21.05,38841,3735
2014-04-09 02:00:00,20.64,38669,3776
2014-04-09 03:00:00,21.75,39037,3761
2014-04-09 04:00:00,23.09,39889,3716
2014-04-09 05:00:00,24.84,42266,3648
2014-04-09 06:00:00,25.44,45820,3567
2014-04-09 07:00:00,27.27,49470,3551
2014-04-09 08:00:00,28.46,50809,3595
2014-04-09 09:00:00,27.88,50803,3669
2014-04-09 10:00:00,27,50690,3716
2014-04-09 11:00:00,26.52,50283,3711
2014-04-09 12:00:00,25.77,49792,3668
2014-04-09 13:00:00,25.34,49348,3540
2014-04-09 14:00:00,25.35,48992,3334
2014-04-09 15:00:00,25.42,48370,3095
2014-04-09 16:00:00,25.61,48173,2831
2014-04-09 17:00:00,26.41,48433,2533
2014-04-09 18:00:00,26.85,48610,2203
2014-04-09 19:00:00,27.32,48773,1901
2014-04-09 20:00:00,27.54,48332,1652
2014-04-09 21:00:00,27.88,47577,1463
2014-04-09 22:00:00,26.6,45689,1309
2014-04-09 23:00:00,25.74,43336,1151
2014-04-10 00:00:00,24.3,41171,784
2014-04-10 01:00:00,23.98,40375,680
2014-04-10 02:00:00,23.46,40159,579
2014-04-10 03:00:00,22.99,40437,483
2014-04-10 04:00:00,24.08,41402,374
2014-04-10 05:00:00,26.25,43865,265
2014-04-10 06:00:00,28.76,47232,189
2014-04-10 07:00:00,33.83,50639,132
2014-04-10 08:00:00,41.11,51714,98
2014-04-10 09:00:00,39.49,51473,88
2014-04-10 10:00:00,33.21,51165,90
2014-04-10 11:00:00,32.06,50776,104
2014-04-10 12:00:00,32.02,50298,137
2014-04-10 13:00:00,30.6,49825,178
2014-04-10 14:00:00,29.58,49481,216
2014-04-10 15:00:00,28.8,48949,252
2014-04-10 16:00:00,28.62,48808,276
2014-04-10 17:00:00,28.93,48826,291
2014-04-10 18:00:00,29.07,49151,294
2014-04-10 19:00:00,29.18,49291,291
2014-04-10 20:00:00,29.45,48839,296
2014-04-10 21:00:00,28.61,47876,319
2014-04-10 22:00:00,26.49,46012,355
2014-04-10 23:00:00,25.1,43601,403
2014-04-11 00:00:00,23.99,40910,348
2014-04-11 01:00:00,23.52,39847,352
2014-04-11 02:00:00,23.44,39489,337
2014-04-11 03:00:00,23.67,39548,322
2014-04-11 04:00:00,24.46,40466,296
2014-04-11 05:00:00,25.94,42849,275
2014-04-11 06:00:00,26.82,46150,285
2014-04-11 07:00:00,30.78,49553,309
2014-04-11 08:00:00,38.28,50925,337
2014-04-11 09:00:00,33.8,50661,360
2014-04-11 10:00:00,31.38,50392,386
2014-04-11 11:00:00,29.34,50013,441
2014-04-11 12:00:00,28.01,49177,539
2014-04-11 13:00:00,26.85,48447,647
2014-04-11 14:00:00,26.05,47643,722
2014-04-11 15:00:00,25.46,46887,815
2014-04-11 16:00:00,25.07,46429,904
2014-04-11 17:00:00,25.36,46124,907
2014-04-11 18:00:00,25.7,46335,885
2014-04-11 19:00:00,25.67,46058,831
2014-04-11 20:00:00,25.87,45228,722
2014-04-11 21:00:00,25.7,44408,648
2014-04-11 22:00:00,24.77,43039,602
2014-04-11 23:00:00,23.64,41406,590
2014-04-12 00:00:00,24.41,39709,358
2014-04-12 01:00:00,24.08,38669,337
2014-04-12 02:00:00,23.8,38409,318
2014-04-12 03:00:00,23.6,38417,305
2014-04-12 04:00:00,23.84,38691,301
2014-04-12 05:00:00,23.97,39340,319
2014-04-12 06:00:00,24.39,39967,362
2014-04-12 07:00:00,24.65,41479,422
2014-04-12 08:00:00,25.7,43109,515
